1.772827217,0.6923077,20
1.103521872,0.73626375,25
1.648366485,0.6923077,30
1.685097579,0.6813187,35
1.924270819,0.6923077,40
1.585420622,0.73626375,45
1.772232045,0.6813187,50
1.653680026,0.6923077,55
2.09936939,0.6593407,60
1.586169517,0.7032967,65
2.068449288,0.61538464,70
1.266006726,0.73626375,75
1.790932799,0.71428573,80
2.050221388,0.6593407,85
1.386505964,0.7582418,90
1.715355031,0.64835167,95
1.835682772,0.74725276,100
1.001708536,0.7692308,105
1.560091139,0.6813187,110
1.166002933,0.8131868,115
1.821227751,0.72527474,120
3.227549574,0.6043956,125
1.487894155,0.7912088,130
1.348053073,0.73626375,135
1.165964563,0.73626375,140
1.627912312,0.6703297,145
0.993898544,0.7692308,150
1.672859776,0.7032967,155
1.476959639,0.8021978,160
1.191608614,0.7802198,165
1.320321467,0.7582418,170
1.682657719,0.7582418,175
1.810444954,0.6813187,180
1.461512732,0.7032967,185
1.754048845,0.7912088,190
1.9031036,0.74725276,195
2.687525097,0.6593407,200
