0.89010989,0.802197802,0.791208791,0.813186813,0.835164835,0.879120879,0.879120879,0.89010989,0.857142857
0.912087912,0.78021978,0.758241758,0.879120879,0.835164835,0.89010989,0.868131868,0.879120879,0.879120879
0.846153846,0.813186813,0.758241758,0.846153846,0.835164835,0.846153846,0.857142857,0.879120879,0.868131868
0.857142857,0.758241758,0.725274725,0.769230769,0.758241758,0.802197802,0.824175824,0.846153846,0.846153846
0.835164835,0.758241758,0.747252747,0.769230769,0.813186813,0.857142857,0.901098901,0.879120879,0.923076923
0.89010989,0.846153846,0.879120879,0.769230769,0.857142857,0.901098901,0.835164835,0.868131868,0.846153846
0.824175824,0.769230769,0.802197802,0.681318681,0.758241758,0.791208791,0.813186813,0.846153846,0.813186813
0.857142857,0.879120879,0.912087912,0.835164835,0.912087912,0.934065934,0.879120879,0.868131868,0.879120879
0.835164835,0.846153846,0.923076923,0.758241758,0.868131868,0.912087912,0.813186813,0.824175824,0.846153846
0.868131868,0.868131868,0.802197802,0.813186813,0.868131868,0.879120879,0.824175824,0.846153846,0.835164835
0.824175824,0.89010989,0.956043956,0.725274725,0.89010989,0.89010989,0.835164835,0.824175824,0.868131868
0.824175824,0.912087912,0.879120879,0.78021978,0.956043956,0.934065934,0.802197802,0.824175824,0.868131868
0.835164835,0.846153846,0.857142857,0.747252747,0.824175824,0.89010989,0.868131868,0.868131868,0.813186813
0.868131868,0.879120879,0.934065934,0.791208791,0.89010989,0.89010989,0.835164835,0.879120879,0.857142857
0.835164835,0.923076923,0.923076923,0.824175824,0.912087912,0.89010989,0.857142857,0.879120879,0.912087912
0.857142857,0.967032967,0.967032967,0.747252747,0.967032967,0.956043956,0.934065934,0.934065934,0.945054945
0.89010989,0.901098901,0.923076923,0.736263736,0.901098901,0.945054945,0.824175824,0.89010989,0.923076923
0.857142857,0.912087912,0.912087912,0.769230769,0.934065934,0.945054945,0.923076923,0.879120879,0.934065934
0.956043956,0.989010989,0.956043956,0.758241758,0.989010989,0.989010989,0.901098901,0.956043956,0.934065934
0.912087912,0.945054945,0.912087912,0.78021978,0.978021978,0.967032967,0.879120879,0.901098901,0.923076923
0.912087912,0.945054945,0.923076923,0.802197802,0.945054945,0.945054945,0.945054945,0.956043956,0.945054945
0.923076923,0.967032967,0.989010989,0.747252747,0.978021978,1,0.956043956,0.956043956,0.978021978
0.945054945,0.956043956,0.989010989,0.802197802,0.956043956,0.967032967,0.923076923,0.945054945,0.945054945
0.857142857,0.945054945,0.978021978,0.791208791,0.934065934,0.945054945,0.923076923,0.934065934,0.945054945
0.923076923,0.956043956,0.978021978,0.791208791,0.945054945,0.978021978,0.978021978,0.967032967,0.956043956
0.89010989,0.967032967,0.934065934,0.769230769,0.967032967,0.945054945,0.934065934,0.923076923,0.945054945
0.901098901,0.956043956,0.989010989,0.78021978,0.956043956,0.978021978,0.901098901,0.934065934,0.945054945
0.901098901,0.956043956,0.956043956,0.813186813,0.956043956,0.956043956,0.967032967,0.945054945,0.956043956
0.912087912,0.978021978,0.967032967,0.879120879,0.978021978,0.978021978,0.956043956,0.956043956,0.956043956
0.923076923,0.989010989,0.989010989,0.857142857,0.967032967,0.989010989,0.967032967,0.956043956,0.967032967
0.934065934,0.989010989,0.978021978,0.791208791,0.978021978,0.978021978,0.989010989,1,0.989010989
0.923076923,0.989010989,0.956043956,0.868131868,0.989010989,0.989010989,0.934065934,0.934065934,0.978021978
0.923076923,1,1,0.857142857,1,1,0.978021978,0.978021978,0.967032967
0.945054945,0.978021978,0.956043956,0.846153846,0.967032967,0.967032967,0.923076923,0.912087912,0.967032967
0.934065934,1,1,0.934065934,0.989010989,1,0.978021978,0.978021978,0.989010989
0.956043956,0.989010989,0.989010989,0.901098901,0.989010989,0.989010989,0.945054945,0.967032967,0.956043956
0.912087912,0.967032967,0.989010989,0.846153846,0.967032967,0.978021978,0.956043956,0.967032967,0.978021978
