0.812093023,0.706976744,0.542325581,0.720697674,0.73372093,0.765348837,0.816976744,0.826976744,0.79372093,0.826976744
0.695348837,0.615581395,0.519069767,0.658604651,0.672093023,0.716976744,0.790232558,0.780232558,0.825116279,0.825116279
0.803221289,0.649159664,0.528711485,0.75,0.714285714,0.726190476,0.842436975,0.895658263,0.789215686,0.895658263
0.774401914,0.718899522,0.638995215,0.757177033,0.696650718,0.742105263,0.782535885,0.782535885,0.826076555,0.826076555
0.697964847,0.69773358,0.527058279,0.68640148,0.686632747,0.719241443,0.816373728,0.816373728,0.805504163,0.816373728
0.75997151,0.762820513,0.563390313,0.735754986,0.747863248,0.736467236,0.823361823,0.826923077,0.811965812,0.826923077
0.763876041,0.763644773,0.539777983,0.710915819,0.774283071,0.807123034,0.828862165,0.839269195,0.8066605,0.839269195
0.780812325,0.703781513,0.538515406,0.714985994,0.727591036,0.729691877,0.834033613,0.879551821,0.831932773,0.879551821
0.765972222,0.764583333,0.625694444,0.745833333,0.754166667,0.786111111,0.817361111,0.827777778,0.752083333,0.827777778
0.74306198,0.720860315,0.688251619,0.732654949,0.753006475,0.742830712,0.774745606,0.817761332,0.807354302,0.817761332
0.775910364,0.777310924,0.651260504,0.663865546,0.820728291,0.787815126,0.803221289,0.822829132,0.81512605,0.822829132
0.818455134,0.719703978,0.710222017,0.70120259,0.784458834,0.796484736,0.828862165,0.839500463,0.818223867,0.839500463
0.857638889,0.719444444,0.666666667,0.770138889,0.795138889,0.859027778,0.934722222,0.935416667,0.838888889,0.935416667
0.8375,0.827777778,0.751388889,0.760416667,0.827777778,0.815972222,0.86875,0.848611111,0.890972222,0.890972222
0.806944444,0.88125,0.775694444,0.760416667,0.891666667,0.872916667,0.870138889,0.880555556,0.861111111,0.891666667
0.81402439,0.830675422,0.733818011,0.70684803,0.855065666,0.811444653,0.803705441,0.774859287,0.816604128,0.855065666
0.817761332,0.816604995,0.762950971,0.818686401,0.827243293,0.816836263,0.839500463,0.850370028,0.785846438,0.850370028
0.838888889,0.869444444,0.815972222,0.797222222,0.880555556,0.914583333,0.840277778,0.850694444,0.870833333,0.914583333
0.788461538,0.817663818,0.846866097,0.858262108,0.843304843,0.874643875,0.868945869,0.9002849,0.887464387,0.9002849
0.868160377,0.871226415,0.85259434,0.786792453,0.861792453,0.874528302,0.884198113,0.883962264,0.887028302,0.887028302
0.910881801,0.901266417,0.890947467,0.843574109,0.942307692,0.971153846,0.910178236,0.903142589,0.908302064,0.971153846
0.880555556,0.913194444,0.859722222,0.818055556,0.880555556,0.902777778,0.880555556,0.901388889,0.934027778,0.934027778
0.881944444,0.891666667,0.935416667,0.835416667,0.880555556,0.925,0.915277778,0.904166667,0.935416667,0.935416667
0.956944444,0.913888889,0.902083333,0.902083333,0.935416667,0.945138889,0.956944444,0.968055556,0.956944444,0.968055556
0.831100478,0.888755981,0.896889952,0.78062201,0.924162679,0.91507177,0.853349282,0.925119617,0.929186603,0.929186603
0.902173913,0.891535615,0.902173913,0.881822387,0.891535615,0.913043478,0.924375578,0.945652174,0.945652174,0.945652174
0.901388889,0.902083333,0.858333333,0.828472222,0.890972222,0.9125,0.945138889,0.945138889,0.913194444,0.945138889
0.935416667,0.902083333,0.849305556,0.884027778,0.934722222,0.945833333,0.977777778,0.956944444,0.967361111,0.977777778
0.935938945,0.902867715,0.914199815,0.859851989,0.924606846,0.957215541,0.946577243,0.946577243,0.935707678,0.957215541
0.957215541,0.957215541,1,0.957215541,0.957215541,0.978723404,0.97826087,0.989130435,0.989130435,1
0.946114709,0.97826087,0.92506938,0.892691952,0.97826087,0.956984274,0.97826087,0.97826087,0.97826087,0.97826087
0.948879552,0.93697479,0.960784314,0.836134454,0.948879552,0.970588235,0.970588235,0.960784314,0.958683473,0.970588235
0.959183673,0.978432282,0.958024119,0.925092764,0.989795918,0.979591837,0.9682282,0.958024119,0.958024119,0.989795918
0.931818182,0.977272727,0.945500928,0.925092764,0.977272727,0.965909091,0.955705009,0.944341373,0.955705009,0.977272727
0.932692308,0.94934334,0.939727955,0.927532833,0.961538462,0.951923077,0.961538462,0.951923077,0.951923077,0.961538462
0.913043478,0.935476411,0.967391304,0.924375578,0.956984274,0.967391304,0.978492137,0.967622572,0.989130435,0.989130435
0.956944444,0.957638889,0.978472222,0.936111111,0.957638889,0.978472222,0.988888889,0.988888889,0.988888889,0.988888889
