4.045056752,0.71428573,20
5.278661649,0.74725276,25
3.105537664,0.8021978,30
3.964394035,0.6593407,35
3.472005294,0.8131868,40
4.559555368,0.74725276,45
4.834000294,0.7692308,50
5.522605382,0.7582418,55
4.284138748,0.7692308,60
2.121123924,0.9120879,65
2.569307034,0.8131868,70
2.983114153,0.8131868,75
2.465513683,0.8131868,80
3.460637989,0.8131868,85
2.517672594,0.8021978,90
2.873464288,0.7912088,95
2.594670385,0.85714287,100
3.914807079,0.8021978,105
2.648492053,0.7912088,110
1.875862069,0.82417583,115
2.601417927,0.82417583,120
3.519880352,0.7912088,125
2.129624396,0.85714287,130
1.259892187,0.9010989,135
1.262432143,0.9120879,140
1.376884054,0.8681319,145
1.704001608,0.93406594,150
0.317761841,0.94505495,155
0.455122479,0.95604396,160
0.79564971,0.93406594,165
0.152644941,0.989011,170
0.740769385,0.95604396,175
0.072863143,0.978022,180
0.870622992,0.9230769,185
0.29473322,0.96703297,190
0.324327243,0.978022,195
0.045427858,0.989011,200
0.176848942,0.978022,205
0.485426136,0.96703297,210
0.339182326,0.95604396,215
0.133651136,0.978022,220
2.73E-06,1,225
0.325335811,0.989011,230
0.353043197,0.978022,235
0.31406505,0.93406594,240
4.34E-07,1,245
0.494107828,0.96703297,250
0.881374661,0.978022,255
0.19422803,0.989011,260
0.400219673,0.978022,265
0.040570622,0.989011,270
0.231941871,0.978022,275
0.330813026,0.978022,280
0.160623426,0.989011,285
7.39E-05,1,290
0.17665297,0.989011,295
0.000677353,1,300
